Domain,Rank,Conference Title,Acronym,CFP_URL,Papers_URL,CFP_keyword_counts,CFP_matched_nodes,Papers_keyword_counts,Papers_matched_nodes,Include,Last_updated
Distributed computing and systems software,A,"ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services",Mobisys,https://www.sigmobile.org/mobisys/2025/call_for_papers/,https://www.sigmobile.org/mobisys/2025/accepted_papers/,"{""sustain*"": 3, ""carbon"": 1, ""carbon footprint"": 1, ""energy"": 5, ""low-power"": 2, ""efficien*"": 1}","Domain:Devices & Hardware;Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization;Techniques:Measurement, metrics & LCA;Techniques:Protocols & low-power networking","{""energy"": 2, ""low-power"": 1, ""efficien*"": 3}",Domain:Devices & Hardware;Environmental;Techniques:Energy management & optimization;Techniques:Protocols & low-power networking,Yes,2025-11-30T23:24:25.666630Z
Distributed computing and systems software,A,ACM Symposium on Mobile Ad Hoc Networking and Computing,MOBIHOC,https://www.sigmobile.org/mobihoc/2025/cfp.html,https://www.sigmobile.org/mobihoc/2025/accepted-papers.html,,,,,Yes,2025-11-30T23:24:30.522384Z
Distributed computing and systems software,A,"ACM/IEEE International Conference on Modelling, Analysis and Simulation of Wireless and Mobile Systems",MSWIM,https://mswimconf.com/2025/cfp.html,https://mswimconf.com/2025/program.html,"{""energy"": 1, ""energy-eff*"": 1, ""efficien*"": 1}",Environmental;Techniques:Energy management & optimization,"{""sustain*"": 3, ""energy"": 8, ""energy-eff*"": 3, ""efficien*"": 5, ""environment*"": 1}",Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:24:39.395043Z
Distributed computing and systems software,A,ACM/IFIP/USENIX International Middleware Conference,Middleware,https://middleware-conf.github.io/2025/calls/call-for-research-papers/,https://middleware-conf.github.io/2025/program/accepted-paper-list/,"{""energy"": 1, ""power-aware"": 1}",Environmental;Techniques:Energy management & optimization,"{""energy"": 1, ""efficien*"": 7, ""environment*"": 1}",Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:24:42.999385Z
Distributed computing and systems software,A,Eurosys Conference,EuroSys,https://2025.eurosys.org/cfp.html#pagetop,https://2025.eurosys.org/accepted-papers.html#pagetop,,,"{""energy"": 1, ""energy-eff*"": 1, ""efficien*"": 18}",Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:24:44.729424Z
Distributed computing and systems software,A,IEEE International Conference on Web Services,ICWS,https://services.conferences.computer.org/2025/icws-2025/icws-call-for-papers/,https://www.computer.org/csdl/proceedings/icws/2025/2aqNJpIU9WM,,,,,Yes,2025-11-30T23:24:46.526681Z
Distributed computing and systems software,A,IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),IPDPS,https://www.ipdps.org/ipdps2024/2024-call-for-papers.html,https://ieeexplore.ieee.org/search/searchresult.jsp?newsearch=true&queryText=2024%20IEEE%20International%20Parallel%20and%20Distributed%20Processing%20Symposium%20(IPDPS),"{""green"": 2, ""energy"": 5, ""energy-eff*"": 1, ""efficien*"": 2, ""renewable"": 1}",Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization;Techniques:Renewable energy & grid interactions,,,Yes,2025-11-30T23:24:53.638937Z
Distributed computing and systems software,A,IEEE Real-Time and Embedded Technology and Applications Symposium,RTAS,https://2025.rtas.org/call-for-papers/index.html,https://www.computer.org/csdl/proceedings/rtas/2025/27kgPH4LfDG,"{""efficien*"": 1}",,,,Yes,2025-11-30T23:24:59.547542Z
Distributed computing and systems software,A,IEEE/IFIP International Conference on Dependable Systems and Networks,DSN,https://dsn2025.github.io/cfpapers.html,https://dsn2025.github.io/cpaccepted.html,"{""environment*"": 2}",,"{""energy"": 4, ""energy-eff*"": 1, ""efficien*"": 2, ""environment*"": 4}",Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:25:04.005058Z
Distributed computing and systems software,A,International Conference on Distributed Computing Systems,ICDCS,https://icdcs2025.icdcs.org/call-for-papers/,https://icdcs2025.icdcs.org/detailed-program/,,,"{""sustain*"": 3, ""carbon"": 2, ""energy"": 4, ""energy-eff*"": 2, ""efficien*"": 28, ""life cycle"": 1, ""life-cycle"": 1, ""environment*"": 3, ""climate"": 1}","Environmental;Sustainability Theme:Environmental;Sustainability Theme:Resilience & Adaptation;Techniques:Energy management & optimization;Techniques:Measurement, metrics & LCA",Yes,2025-11-30T23:25:05.746404Z
Distributed computing and systems software,A,International Conference on Service Oriented Computing,ICSOC,https://icsoc2025.hit.edu.cn/19949/list.htm,https://icsoc2025.hit.edu.cn/19959/list.htm,"{""sustain*"": 1, ""green"": 1, ""life cycle"": 1, ""life-cycle"": 1, ""environment*"": 1}",Sustainability Theme:Environmental,"{""energy"": 8, ""energy-eff*"": 2, ""efficien*"": 6, ""net-zero"": 1, ""environment*"": 6}",Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:25:11.447287Z
Distributed computing and systems software,A,International Symposium on Distributed Computing (was WDAG),DISC,https://www.disc-conference.org/wp/disc2025/call-for-papers/,https://www.disc-conference.org/wp/disc2025/accepted-papers/,,,"{""energy"": 1, ""energy-eff*"": 1, ""efficien*"": 2}",Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:25:16.504671Z
Distributed computing and systems software,A,Internet Measurement Conference,IMC,https://conferences.sigcomm.org/imc/2025/cfp/,https://conferences.sigcomm.org/imc/2025/accepted-papers/,"{""green"": 1, ""energy"": 1}",Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization,"{""energy"": 1, ""efficien*"": 3}",Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:25:18.468950Z
Distributed computing and systems software,A,Usenix Annual Technical Conference,USENIX,https://www.usenix.org/conference/usenixsecurity25/call-for-papers,https://www.usenix.org/conference/usenixsecurity25/cycle1-accepted-papers,,,,,Yes,2025-11-30T23:26:00.353763Z
Distributed computing and systems software,A,USENIX Workshop on Hot Topics in Operating Systems,HotOS,https://sigops.org/s/conferences/hotos/2025/cfp.html,https://sigops.org/s/conferences/hotos/2025/program.html,,,"{""energy"": 2, ""efficien*"": 1}",Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:26:01.361658Z
Applied computing,A,ACM International Conference on Advances in Geographic Information Systems,SIGSPATIAL,https://sigspatial2025.sigspatial.org/research-submission/,https://sigspatial2025.sigspatial.org/research-accepted/,"{""sustain*"": 1}",Sustainability Theme:Environmental,"{""green"": 1, ""energy"": 1, ""efficien*"": 2, ""climate"": 2}",Environmental;Sustainability Theme:Environmental;Sustainability Theme:Resilience & Adaptation;Techniques:Energy management & optimization,Yes,2025-11-30T23:26:06.726464Z
Applied computing,A,Medical Image Computing and Computer-Assisted Intervention,MICCAI,https://conferences.miccai.org/2025/en/CALL-FOR-PAPERS.html,https://conferences.miccai.org/2025/files/downloads/MICCAI2025-Program-Book.pdf,,,"{""sustain*"": 3, ""green"": 2, ""energy"": 3, ""efficien*"": 52, ""life cycle"": 1, ""life-cycle"": 1, ""environment*"": 6}",Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:26:11.803728Z
Applied computing,A,International Conference on Artificial Intelligence in Education,AIED,https://easychair.org/cfp/AIED2025,https://dl.acm.org/doi/proceedings/10.1007/978-3-031-98414-3?id=31,,,,,No,2025-11-30T23:26:37.996836Z
Applied computing,A,International Conference on Web and Social Media,ICWSM,https://www.icwsm.org/2025/submit/index.html#cfp-full-papers,https://www.icwsm.org/2025/attend/index.html#accepted,,,"{""sustain*"": 1, ""green"": 1}",Sustainability Theme:Environmental,Yes,2025-11-30T23:26:39.007811Z
Artificial intelligence,A*,ACM Conference on Economics and Computation,EC,https://ec25.sigecom.org/call-for-contributions-acm/papers/,https://ec25.sigecom.org/program/accepted-papers/,,,"{""efficien*"": 10}",,Yes,2025-11-30T23:26:41.870410Z
Artificial intelligence,A*,Association for Computational Linguistics,ACL,https://2025.aclweb.org/calls/main_conference_papers/,https://2025.aclweb.org/program/main_papers/,"{""efficien*"": 1}",,"{""sustain*"": 1, ""energy"": 2, ""efficien*"": 86, ""offset"": 1, ""environment*"": 10}","Environmental;Sustainability Theme:Environmental;Sustainability Theme:Governance, Policy & Standards;Techniques:Energy management & optimization",Yes,2025-11-30T23:26:51.218079Z
Artificial intelligence,A*,Empirical Methods in Natural Language Processing,EMNLP,https://2025.emnlp.org/calls/main_conference_papers/,https://aclanthology.org/events/emnlp-2025/#2025emnlp-main,"{""efficien*"": 1}",,"{""sustain*"": 36, ""green"": 16, ""carbon"": 3, ""carbon footprint"": 1, ""emission"": 1, ""energy"": 19, ""energy-eff*"": 4, ""efficien*"": 1270, ""life cycle"": 5, ""life-cycle"": 5, ""renewable"": 1, ""offset"": 1, ""environment*"": 262, ""eco"": 3, ""climate"": 16, ""environmental impact"": 2}","Environmental;Sustainability Theme:Environmental;Sustainability Theme:Governance, Policy & Standards;Sustainability Theme:Resilience & Adaptation;Techniques:Energy management & optimization;Techniques:Measurement, metrics & LCA;Techniques:Renewable energy & grid interactions",Yes,2025-11-30T23:26:53.228563Z
Artificial intelligence,A*,International Conference on Automated Planning and Scheduling,ICAPS,https://icaps25.icaps-conference.org/calls/main_track/,https://icaps25.icaps-conference.org/program/accepted/,,,"{""efficien*"": 1}",,No,2025-11-30T23:26:58.336706Z
